year,stock_id,stock_name,origin,region_id,surv,basin,exclude,dataset_id
1976,QUIN,Quinault,H,NWC,0.0023,COAST,No,2
1977,QUIN,Quinault,H,NWC,0.009,COAST,No,2
1978,QUIN,Quinault,H,NWC,0.0275,COAST,No,2
1979,QUIN,Quinault,H,NWC,0.0276,COAST,No,2
1980,QUIN,Quinault,H,NWC,0.0164,COAST,No,2
1981,QUIN,Quinault,H,NWC,0.0055,COAST,No,2
1982,QUIN,Quinault,H,NWC,0.0096,COAST,No,2
1983,QUIN,Quinault,H,NWC,0.0232,COAST,No,2
1984,QUIN,Quinault,H,NWC,0.0049,COAST,No,2
1985,QUIN,Quinault,H,NWC,0.0255,COAST,No,2
1986,QUIN,Quinault,H,NWC,0.0143,COAST,No,2
1987,QUIN,Quinault,H,NWC,0.0261,COAST,No,2
1988,QUIN,Quinault,H,NWC,0.0154,COAST,No,2
1989,QUIN,Quinault,H,NWC,0.0184,COAST,No,2
1990,QUIN,Quinault,H,NWC,0.0525,COAST,No,2
1991,QUIN,Quinault,H,NWC,0.0179,COAST,No,2
1992,QUIN,Quinault,H,NWC,0.0106,COAST,No,2
1993,QUIN,Quinault,H,NWC,0.0006,COAST,No,2
1994,QUIN,Quinault,H,NWC,0.0134,COAST,No,2
1995,QUIN,Quinault,H,NWC,0.0154,COAST,No,2
1996,QUIN,Quinault,H,NWC,0.0032,COAST,No,2
1997,QUIN,Quinault,H,NWC,0.0066,COAST,No,2
1998,QUIN,Quinault,H,NWC,0.0257,COAST,No,2
1999,QUIN,Quinault,H,NWC,0.0292,COAST,No,2
2000,QUIN,Quinault,H,NWC,0.0576,COAST,No,2
2001,QUIN,Quinault,H,NWC,0.0335,COAST,No,2
2002,QUIN,Quinault,H,NWC,0.0452,COAST,No,2
2003,QUIN,Quinault,H,NWC,0.0355,COAST,No,2
2004,QUIN,Quinault,H,NWC,0.0366,COAST,No,2
2005,QUIN,Quinault,H,NWC,0.0206,COAST,No,2
2006,QUIN,Quinault,H,NWC,0.0396,COAST,No,2
2007,QUIN,Quinault,H,NWC,0.0419,COAST,No,2
2008,QUIN,Quinault,H,NWC,0.0977,COAST,No,2
2009,QUIN,Quinault,H,NWC,0.0645,COAST,No,2
2010,QUIN,Quinault,H,NWC,0.0673,COAST,No,2
2011,QUIN,Quinault,H,NWC,0.0229,COAST,No,2
2012,QUIN,Quinault,H,NWC,0.045,COAST,No,2
2013,QUIN,Quinault,H,NWC,0.0858,COAST,No,2
2014,QUIN,Quinault,H,NWC,0.038,COAST,No,2
2015,QUIN,Quinault,H,NWC,NA,COAST,No,2
2016,QUIN,Quinault,H,NWC,NA,COAST,No,2
2017,QUIN,Quinault,H,NWC,NA,COAST,No,2
2018,QUIN,Quinault,H,NWC,NA,COAST,No,2
1972,QSM,Quinsam,H,SOG,NA,SOG,No,2
1973,QSM,Quinsam,H,SOG,NA,SOG,No,2
1974,QSM,Quinsam,H,SOG,NA,SOG,No,2
1975,QSM,Quinsam,H,SOG,NA,SOG,No,2
1976,QSM,Quinsam,H,SOG,0.065,SOG,No,2
1977,QSM,Quinsam,H,SOG,0.0971,SOG,No,2
1978,QSM,Quinsam,H,SOG,0.0737,SOG,No,2
1979,QSM,Quinsam,H,SOG,0.1014,SOG,No,2
1980,QSM,Quinsam,H,SOG,0.0706,SOG,No,2
1981,QSM,Quinsam,H,SOG,0.048,SOG,No,2
1982,QSM,Quinsam,H,SOG,0.0704,SOG,No,2
1983,QSM,Quinsam,H,SOG,0.0542,SOG,No,2
1984,QSM,Quinsam,H,SOG,0.0759,SOG,No,2
1985,QSM,Quinsam,H,SOG,0.0923,SOG,No,2
1986,QSM,Quinsam,H,SOG,0.0784,SOG,No,2
1987,QSM,Quinsam,H,SOG,0.0795,SOG,No,2
1988,QSM,Quinsam,H,SOG,0.1064,SOG,No,2
1989,QSM,Quinsam,H,SOG,0.078,SOG,No,2
1990,QSM,Quinsam,H,SOG,0.0418,SOG,No,2
1991,QSM,Quinsam,H,SOG,0.0588,SOG,No,2
1992,QSM,Quinsam,H,SOG,0.0346,SOG,No,2
1993,QSM,Quinsam,H,SOG,0.0227,SOG,No,2
1994,QSM,Quinsam,H,SOG,0.0251,SOG,No,2
1995,QSM,Quinsam,H,SOG,0.0138,SOG,No,2
1996,QSM,Quinsam,H,SOG,0.0117,SOG,No,2
1997,QSM,Quinsam,H,SOG,0.0096,SOG,No,2
1998,QSM,Quinsam,H,SOG,0.007,SOG,No,2
1999,QSM,Quinsam,H,SOG,0.012,SOG,No,2
2000,QSM,Quinsam,H,SOG,0.0161,SOG,No,2
2001,QSM,Quinsam,H,SOG,0.014,SOG,No,2
2002,QSM,Quinsam,H,SOG,0.0117,SOG,No,2
2003,QSM,Quinsam,H,SOG,0.0151,SOG,No,2
2004,QSM,Quinsam,H,SOG,0.0047,SOG,No,2
2005,QSM,Quinsam,H,SOG,0.0026,SOG,No,2
2006,QSM,Quinsam,H,SOG,0.0096,SOG,No,2
2007,QSM,Quinsam,H,SOG,0.0073,SOG,No,2
2008,QSM,Quinsam,H,SOG,0.016,SOG,No,2
2009,QSM,Quinsam,H,SOG,0.0085,SOG,No,2
2010,QSM,Quinsam,H,SOG,0.011,SOG,No,2
2011,QSM,Quinsam,H,SOG,0.0117,SOG,No,2
2012,QSM,Quinsam,H,SOG,0.0229,SOG,No,2
2013,QSM,Quinsam,H,SOG,0.0205,SOG,No,2
2014,QSM,Quinsam,H,SOG,0.0086,SOG,No,2
2015,QSM,Quinsam,H,SOG,0.0129,SOG,No,2
2016,QSM,Quinsam,H,SOG,0.0131,SOG,No,2
2017,QSM,Quinsam,H,SOG,0.02,SOG,No,2
2018,QSM,Quinsam,H,SOG,0.013,SOG,No,2
1972,SAT,Satsop,H,GRAYS,NA,COAST,No,2
1973,SAT,Satsop,H,GRAYS,0.0289,COAST,No,2
1974,SAT,Satsop,H,GRAYS,0.0155,COAST,No,2
1975,SAT,Satsop,H,GRAYS,0.0248,COAST,No,2
1976,SAT,Satsop,H,GRAYS,0.005,COAST,No,2
1977,SAT,Satsop,H,GRAYS,0.0046,COAST,No,2
1978,SAT,Satsop,H,GRAYS,NA,COAST,No,2
1979,SAT,Satsop,H,GRAYS,NA,COAST,No,2
1980,SAT,Satsop,H,GRAYS,NA,COAST,No,2
1981,SAT,Satsop,H,GRAYS,NA,COAST,No,2
1982,SAT,Satsop,H,GRAYS,0.0098,COAST,No,2
1983,SAT,Satsop,H,GRAYS,0.0347,COAST,No,2
1984,SAT,Satsop,H,GRAYS,0.0071,COAST,No,2
1985,SAT,Satsop,H,GRAYS,0.0168,COAST,No,2
1986,SAT,Satsop,H,GRAYS,0.0126,COAST,No,2
1987,SAT,Satsop,H,GRAYS,0.0244,COAST,No,2
1988,SAT,Satsop,H,GRAYS,0.0372,COAST,No,2
1989,SAT,Satsop,H,GRAYS,0.0314,COAST,No,2
1990,SAT,Satsop,H,GRAYS,0.0925,COAST,No,2
1991,SAT,Satsop,H,GRAYS,0.0338,COAST,No,2
1992,SAT,Satsop,H,GRAYS,0.0138,COAST,No,2
1993,SAT,Satsop,H,GRAYS,0.0051,COAST,No,2
1994,SAT,Satsop,H,GRAYS,0.0221,COAST,No,2
1995,SAT,Satsop,H,GRAYS,0.0168,COAST,No,2
1996,SAT,Satsop,H,GRAYS,0.0029,COAST,No,2
1997,SAT,Satsop,H,GRAYS,0.0085,COAST,No,2
1998,SAT,Satsop,H,GRAYS,0.0124,COAST,No,2
1999,SAT,Satsop,H,GRAYS,0.0095,COAST,No,2
2000,SAT,Satsop,H,GRAYS,0.039,COAST,No,2
2001,SAT,Satsop,H,GRAYS,0.0385,COAST,No,2
2002,SAT,Satsop,H,GRAYS,0.024,COAST,No,2
2003,SAT,Satsop,H,GRAYS,0.0112,COAST,No,2
2004,SAT,Satsop,H,GRAYS,0.015,COAST,No,2
2005,SAT,Satsop,H,GRAYS,0.0147,COAST,No,2
2006,SAT,Satsop,H,GRAYS,0.0083,COAST,No,2
2007,SAT,Satsop,H,GRAYS,0.0072,COAST,No,2
2008,SAT,Satsop,H,GRAYS,0.0334,COAST,No,2
2009,SAT,Satsop,H,GRAYS,0.0492,COAST,No,2
2010,SAT,Satsop,H,GRAYS,0.0319,COAST,No,2
2011,SAT,Satsop,H,GRAYS,0.0175,COAST,No,2
2012,SAT,Satsop,H,GRAYS,0.0284,COAST,No,2
2013,SAT,Satsop,H,GRAYS,0.0627,COAST,No,2
2014,SAT,Satsop,H,GRAYS,0.0111,COAST,No,2
2015,SAT,Satsop,H,GRAYS,0.0402,COAST,No,2
2016,SAT,Satsop,H,GRAYS,NA,COAST,No,2
2017,SAT,Satsop,H,GRAYS,NA,COAST,No,2
2018,SAT,Satsop,H,GRAYS,NA,COAST,No,2
1972,SKOK,Skokomish,H,HOOD,NA,PS,No,2
1973,SKOK,Skokomish,H,HOOD,0.0088,PS,No,2
1974,SKOK,Skokomish,H,HOOD,NA,PS,No,2
1975,SKOK,Skokomish,H,HOOD,0.0692,PS,No,2
1976,SKOK,Skokomish,H,HOOD,NA,PS,No,2
1977,SKOK,Skokomish,H,HOOD,NA,PS,No,2
1978,SKOK,Skokomish,H,HOOD,NA,PS,No,2
1979,SKOK,Skokomish,H,HOOD,0.1484,PS,No,2
1980,SKOK,Skokomish,H,HOOD,0.1478,PS,No,2
1981,SKOK,Skokomish,H,HOOD,0.0314,PS,No,2
1982,SKOK,Skokomish,H,HOOD,0.0616,PS,No,2
1983,SKOK,Skokomish,H,HOOD,0.1242,PS,No,2
1984,SKOK,Skokomish,H,HOOD,0.0876,PS,No,2
1985,SKOK,Skokomish,H,HOOD,0.1941,PS,No,2
1986,SKOK,Skokomish,H,HOOD,0.0921,PS,No,2
1987,SKOK,Skokomish,H,HOOD,0.0283,PS,No,2
1988,SKOK,Skokomish,H,HOOD,0.054,PS,No,2
1989,SKOK,Skokomish,H,HOOD,0.0443,PS,No,2
1990,SKOK,Skokomish,H,HOOD,0.0221,PS,No,2
1991,SKOK,Skokomish,H,HOOD,0.0121,PS,No,2
1992,SKOK,Skokomish,H,HOOD,0.0085,PS,No,2
1993,SKOK,Skokomish,H,HOOD,0.047,PS,No,2
1994,SKOK,Skokomish,H,HOOD,0.0342,PS,No,2
1995,SKOK,Skokomish,H,HOOD,0.0576,PS,No,2
1996,SKOK,Skokomish,H,HOOD,0.0378,PS,No,2
1997,SKOK,Skokomish,H,HOOD,0.0064,PS,No,2
1998,SKOK,Skokomish,H,HOOD,0.0131,PS,No,2
1999,SKOK,Skokomish,H,HOOD,0.0204,PS,No,2
2000,SKOK,Skokomish,H,HOOD,0.0551,PS,No,2
2001,SKOK,Skokomish,H,HOOD,0.0589,PS,No,2
2002,SKOK,Skokomish,H,HOOD,0.0513,PS,No,2
2003,SKOK,Skokomish,H,HOOD,0.0525,PS,No,2
2004,SKOK,Skokomish,H,HOOD,0.0516,PS,No,2
2005,SKOK,Skokomish,H,HOOD,0.0196,PS,No,2
2006,SKOK,Skokomish,H,HOOD,0.0301,PS,No,2
2007,SKOK,Skokomish,H,HOOD,0.0245,PS,No,2
2008,SKOK,Skokomish,H,HOOD,0.0291,PS,No,2
2009,SKOK,Skokomish,H,HOOD,0.0073,PS,No,2
2010,SKOK,Skokomish,H,HOOD,0.0276,PS,No,2
2011,SKOK,Skokomish,H,HOOD,0.0201,PS,No,2
2012,SKOK,Skokomish,H,HOOD,0.0375,PS,No,2
2013,SKOK,Skokomish,H,HOOD,0.0131,PS,No,2
2014,SKOK,Skokomish,H,HOOD,0.0124,PS,No,2
2015,SKOK,Skokomish,H,HOOD,NA,PS,No,2
2016,SKOK,Skokomish,H,HOOD,NA,PS,No,2
2017,SKOK,Skokomish,H,HOOD,NA,PS,No,2
2018,SKOK,Skokomish,H,HOOD,NA,PS,No,2
1972,SKY,Skykomish,H,NPS,NA,PS,No,2
1973,SKY,Skykomish,H,NPS,NA,PS,No,2
1974,SKY,Skykomish,H,NPS,NA,PS,No,2
1975,SKY,Skykomish,H,NPS,NA,PS,No,2
1976,SKY,Skykomish,H,NPS,NA,PS,No,2
1977,SKY,Skykomish,H,NPS,NA,PS,No,2
1978,SKY,Skykomish,H,NPS,NA,PS,No,2
1979,SKY,Skykomish,H,NPS,NA,PS,No,2
1980,SKY,Skykomish,H,NPS,NA,PS,No,2
1981,SKY,Skykomish,H,NPS,NA,PS,No,2
1982,SKY,Skykomish,H,NPS,NA,PS,No,2
1983,SKY,Skykomish,H,NPS,0.1246,PS,No,2
1984,SKY,Skykomish,H,NPS,0.1663,PS,No,2
1985,SKY,Skykomish,H,NPS,0.1693,PS,No,2
1986,SKY,Skykomish,H,NPS,0.235,PS,No,2
1987,SKY,Skykomish,H,NPS,0.1488,PS,No,2
1988,SKY,Skykomish,H,NPS,0.1607,PS,No,2
1989,SKY,Skykomish,H,NPS,0.1802,PS,No,2
1990,SKY,Skykomish,H,NPS,0.1318,PS,No,2
1991,SKY,Skykomish,H,NPS,0.1546,PS,No,2
1992,SKY,Skykomish,H,NPS,0.0432,PS,No,2
1993,SKY,Skykomish,H,NPS,0.0941,PS,No,2
1994,SKY,Skykomish,H,NPS,0.0755,PS,No,2
1995,SKY,Skykomish,H,NPS,0.0796,PS,No,2
1996,SKY,Skykomish,H,NPS,0.0561,PS,No,2
1997,SKY,Skykomish,H,NPS,0.0453,PS,No,2
1998,SKY,Skykomish,H,NPS,0.0254,PS,No,2
1999,SKY,Skykomish,H,NPS,NA,PS,No,2
2000,SKY,Skykomish,H,NPS,0.0902,PS,No,2
2001,SKY,Skykomish,H,NPS,0.0653,PS,No,2
2002,SKY,Skykomish,H,NPS,0.074,PS,No,2
2003,SKY,Skykomish,H,NPS,0.0747,PS,No,2
2004,SKY,Skykomish,H,NPS,0.073,PS,No,2
2005,SKY,Skykomish,H,NPS,0.0386,PS,No,2
2006,SKY,Skykomish,H,NPS,0.0637,PS,No,2
2007,SKY,Skykomish,H,NPS,0.0185,PS,No,2
2008,SKY,Skykomish,H,NPS,0.0438,PS,No,2
2009,SKY,Skykomish,H,NPS,0.0207,PS,No,2
2010,SKY,Skykomish,H,NPS,0.0537,PS,No,2
2011,SKY,Skykomish,H,NPS,0.0656,PS,No,2
2012,SKY,Skykomish,H,NPS,0.0557,PS,No,2
2013,SKY,Skykomish,H,NPS,0.0275,PS,No,2
2014,SKY,Skykomish,H,NPS,0.0135,PS,No,2
2015,SKY,Skykomish,H,NPS,0.0312,PS,No,2
2016,SKY,Skykomish,H,NPS,NA,PS,No,2
2017,SKY,Skykomish,H,NPS,NA,PS,No,2
2018,SKY,Skykomish,H,NPS,NA,PS,No,2
1972,SOO,Sooes Creek,H,NWC,NA,COAST,No,2
1973,SOO,Sooes Creek,H,NWC,NA,COAST,No,2
1974,SOO,Sooes Creek,H,NWC,NA,COAST,No,2
1975,SOO,Sooes Creek,H,NWC,NA,COAST,No,2
1976,SOO,Sooes Creek,H,NWC,NA,COAST,No,2
1977,SOO,Sooes Creek,H,NWC,NA,COAST,No,2
1978,SOO,Sooes Creek,H,NWC,NA,COAST,No,2
1979,SOO,Sooes Creek,H,NWC,NA,COAST,No,2
1980,SOO,Sooes Creek,H,NWC,NA,COAST,No,2
1981,SOO,Sooes Creek,H,NWC,NA,COAST,No,2
1982,SOO,Sooes Creek,H,NWC,0.0369,COAST,No,2
1983,SOO,Sooes Creek,H,NWC,NA,COAST,No,2
1984,SOO,Sooes Creek,H,NWC,NA,COAST,No,2
1985,SOO,Sooes Creek,H,NWC,NA,COAST,No,2
1986,SOO,Sooes Creek,H,NWC,NA,COAST,No,2
1987,SOO,Sooes Creek,H,NWC,NA,COAST,No,2
1988,SOO,Sooes Creek,H,NWC,0.027,COAST,No,2
1989,SOO,Sooes Creek,H,NWC,NA,COAST,No,2
1990,SOO,Sooes Creek,H,NWC,0.0735,COAST,No,2
1991,SOO,Sooes Creek,H,NWC,0.0522,COAST,No,2
1992,SOO,Sooes Creek,H,NWC,0.0422,COAST,No,2
1993,SOO,Sooes Creek,H,NWC,0.0181,COAST,No,2
1994,SOO,Sooes Creek,H,NWC,0.057,COAST,No,2
1995,SOO,Sooes Creek,H,NWC,0.0412,COAST,No,2
1996,SOO,Sooes Creek,H,NWC,0.0063,COAST,No,2
1997,SOO,Sooes Creek,H,NWC,0.0169,COAST,No,2
1998,SOO,Sooes Creek,H,NWC,0.0397,COAST,No,2
1999,SOO,Sooes Creek,H,NWC,0.0183,COAST,No,2
2000,SOO,Sooes Creek,H,NWC,0.0209,COAST,No,2
2001,SOO,Sooes Creek,H,NWC,0.0216,COAST,No,2
2002,SOO,Sooes Creek,H,NWC,0.019,COAST,No,2
2003,SOO,Sooes Creek,H,NWC,0.0137,COAST,No,2
2004,SOO,Sooes Creek,H,NWC,0.0275,COAST,No,2
2005,SOO,Sooes Creek,H,NWC,0.0052,COAST,No,2
2006,SOO,Sooes Creek,H,NWC,0.003,COAST,No,2
2007,SOO,Sooes Creek,H,NWC,0.0082,COAST,No,2
2008,SOO,Sooes Creek,H,NWC,0.0331,COAST,No,2
2009,SOO,Sooes Creek,H,NWC,0.0205,COAST,No,2
2010,SOO,Sooes Creek,H,NWC,0.046,COAST,No,2
2011,SOO,Sooes Creek,H,NWC,0.006,COAST,No,2
2012,SOO,Sooes Creek,H,NWC,0.024,COAST,No,2
2013,SOO,Sooes Creek,H,NWC,0.0542,COAST,No,2
2014,SOO,Sooes Creek,H,NWC,0.0219,COAST,No,2
2015,SOO,Sooes Creek,H,NWC,0.0123,COAST,No,2
2016,SOO,Sooes Creek,H,NWC,NA,COAST,No,2
2017,SOO,Sooes Creek,H,NWC,NA,COAST,No,2
2018,SOO,Sooes Creek,H,NWC,NA,COAST,No,2
1972,TUL,Tulalip Bay,H,MPS,NA,PS,No,2
1973,TUL,Tulalip Bay,H,MPS,NA,PS,No,2
1974,TUL,Tulalip Bay,H,MPS,NA,PS,No,2
1975,TUL,Tulalip Bay,H,MPS,0.0427,PS,No,2
1976,TUL,Tulalip Bay,H,MPS,NA,PS,No,2
1977,TUL,Tulalip Bay,H,MPS,NA,PS,No,2
1978,TUL,Tulalip Bay,H,MPS,NA,PS,No,2
1979,TUL,Tulalip Bay,H,MPS,NA,PS,No,2
1980,TUL,Tulalip Bay,H,MPS,0.1237,PS,No,2
1981,TUL,Tulalip Bay,H,MPS,0.0869,PS,No,2
1982,TUL,Tulalip Bay,H,MPS,0.0715,PS,No,2
1983,TUL,Tulalip Bay,H,MPS,NA,PS,No,2
1984,TUL,Tulalip Bay,H,MPS,0.0732,PS,No,2
1985,TUL,Tulalip Bay,H,MPS,0.0787,PS,No,2
1986,TUL,Tulalip Bay,H,MPS,0.149,PS,No,2
1987,TUL,Tulalip Bay,H,MPS,0.0857,PS,No,2
1988,TUL,Tulalip Bay,H,MPS,0.1096,PS,No,2
1989,TUL,Tulalip Bay,H,MPS,0.1734,PS,No,2
1990,TUL,Tulalip Bay,H,MPS,0.0709,PS,No,2
1991,TUL,Tulalip Bay,H,MPS,0.0987,PS,No,2
1992,TUL,Tulalip Bay,H,MPS,0.0559,PS,No,2
1993,TUL,Tulalip Bay,H,MPS,0.1079,PS,No,2
1994,TUL,Tulalip Bay,H,MPS,0.071,PS,No,2
1995,TUL,Tulalip Bay,H,MPS,0.0552,PS,No,2
1996,TUL,Tulalip Bay,H,MPS,0.031,PS,No,2
1997,TUL,Tulalip Bay,H,MPS,0.0534,PS,No,2
1998,TUL,Tulalip Bay,H,MPS,0.0272,PS,No,2
1999,TUL,Tulalip Bay,H,MPS,0.0926,PS,No,2
2000,TUL,Tulalip Bay,H,MPS,0.089,PS,No,2
2001,TUL,Tulalip Bay,H,MPS,0.0702,PS,No,2
2002,TUL,Tulalip Bay,H,MPS,NA,PS,No,2
2003,TUL,Tulalip Bay,H,MPS,NA,PS,No,2
2004,TUL,Tulalip Bay,H,MPS,0.0609,PS,No,2
2005,TUL,Tulalip Bay,H,MPS,0.0404,PS,No,2
2006,TUL,Tulalip Bay,H,MPS,NA,PS,No,2
2007,TUL,Tulalip Bay,H,MPS,NA,PS,No,2
2008,TUL,Tulalip Bay,H,MPS,0.0671,PS,No,2
2009,TUL,Tulalip Bay,H,MPS,NA,PS,No,2
2010,TUL,Tulalip Bay,H,MPS,0.0115,PS,No,2
2011,TUL,Tulalip Bay,H,MPS,0.0451,PS,No,2
2012,TUL,Tulalip Bay,H,MPS,0.0252,PS,No,2
2013,TUL,Tulalip Bay,H,MPS,0.0462,PS,No,2
2014,TUL,Tulalip Bay,H,MPS,0.0163,PS,No,2
2015,TUL,Tulalip Bay,H,MPS,NA,PS,No,2
2016,TUL,Tulalip Bay,H,MPS,NA,PS,No,2
2017,TUL,Tulalip Bay,H,MPS,NA,PS,No,2
2018,TUL,Tulalip Bay,H,MPS,NA,PS,No,2
1972,WASH,Washougal,H,COL,NA,COL,No,2
1973,WASH,Washougal,H,COL,NA,COL,No,2
1974,WASH,Washougal,H,COL,NA,COL,No,2
1975,WASH,Washougal,H,COL,NA,COL,No,2
1976,WASH,Washougal,H,COL,0.0065,COL,No,2
1977,WASH,Washougal,H,COL,NA,COL,No,2
1978,WASH,Washougal,H,COL,NA,COL,No,2
1979,WASH,Washougal,H,COL,0.0343,COL,No,2
1980,WASH,Washougal,H,COL,0.0533,COL,No,2
1981,WASH,Washougal,H,COL,0.0409,COL,No,2
1982,WASH,Washougal,H,COL,0.0098,COL,No,2
1983,WASH,Washougal,H,COL,0.0079,COL,No,2
1984,WASH,Washougal,H,COL,0.0201,COL,No,2
1985,WASH,Washougal,H,COL,0.0406,COL,No,2
1986,WASH,Washougal,H,COL,0.0135,COL,No,2
1987,WASH,Washougal,H,COL,NA,COL,No,2
1988,WASH,Washougal,H,COL,NA,COL,No,2
1989,WASH,Washougal,H,COL,NA,COL,No,2
1990,WASH,Washougal,H,COL,0.0459,COL,No,2
1991,WASH,Washougal,H,COL,0.0323,COL,No,2
1992,WASH,Washougal,H,COL,0.0017,COL,No,2
1993,WASH,Washougal,H,COL,0.0013,COL,No,2
1994,WASH,Washougal,H,COL,0.0008,COL,No,2
1995,WASH,Washougal,H,COL,0.0022,COL,No,2
1996,WASH,Washougal,H,COL,0.0041,COL,No,2
1997,WASH,Washougal,H,COL,NA,COL,No,2
1998,WASH,Washougal,H,COL,0.0176,COL,No,2
1999,WASH,Washougal,H,COL,0.042,COL,No,2
2000,WASH,Washougal,H,COL,0.0574,COL,No,2
2001,WASH,Washougal,H,COL,0.06,COL,No,2
2002,WASH,Washougal,H,COL,0.0091,COL,No,2
2003,WASH,Washougal,H,COL,0.014,COL,No,2
2004,WASH,Washougal,H,COL,0.009,COL,No,2
2005,WASH,Washougal,H,COL,0.0275,COL,No,2
2006,WASH,Washougal,H,COL,0.0146,COL,No,2
2007,WASH,Washougal,H,COL,0.0073,COL,No,2
2008,WASH,Washougal,H,COL,0.0447,COL,No,2
2009,WASH,Washougal,H,COL,0.0107,COL,No,2
2010,WASH,Washougal,H,COL,0.0073,COL,No,2
2011,WASH,Washougal,H,COL,0.011,COL,No,2
2012,WASH,Washougal,H,COL,0.0116,COL,No,2
2013,WASH,Washougal,H,COL,0.1003,COL,No,2
2014,WASH,Washougal,H,COL,NA,COL,No,2
2015,WASH,Washougal,H,COL,NA,COL,No,2
2016,WASH,Washougal,H,COL,NA,COL,No,2
2017,WASH,Washougal,H,COL,NA,COL,No,2
2018,WASH,Washougal,H,COL,NA,COL,No,2
1972,WILP,Willipa,H,WILP,NA,COAST,No,2
1973,WILP,Willipa,H,WILP,0.004,COAST,No,2
1974,WILP,Willipa,H,WILP,NA,COAST,No,2
1975,WILP,Willipa,H,WILP,NA,COAST,No,2
1976,WILP,Willipa,H,WILP,0.0054,COAST,No,2
1977,WILP,Willipa,H,WILP,NA,COAST,No,2
1978,WILP,Willipa,H,WILP,NA,COAST,No,2
1979,WILP,Willipa,H,WILP,NA,COAST,No,2
1980,WILP,Willipa,H,WILP,NA,COAST,No,2
1981,WILP,Willipa,H,WILP,NA,COAST,No,2
1982,WILP,Willipa,H,WILP,0.0087,COAST,No,2
1983,WILP,Willipa,H,WILP,0.0426,COAST,No,2
1984,WILP,Willipa,H,WILP,0.0104,COAST,No,2
1985,WILP,Willipa,H,WILP,0.0737,COAST,No,2
1986,WILP,Willipa,H,WILP,0.0253,COAST,No,2
1987,WILP,Willipa,H,WILP,0.0401,COAST,No,2
1988,WILP,Willipa,H,WILP,0.0482,COAST,No,2
1989,WILP,Willipa,H,WILP,NA,COAST,No,2
1990,WILP,Willipa,H,WILP,NA,COAST,No,2
1991,WILP,Willipa,H,WILP,NA,COAST,No,2
1992,WILP,Willipa,H,WILP,NA,COAST,No,2
1993,WILP,Willipa,H,WILP,NA,COAST,No,2
1994,WILP,Willipa,H,WILP,NA,COAST,No,2
1995,WILP,Willipa,H,WILP,0.0207,COAST,No,2
1996,WILP,Willipa,H,WILP,0.0037,COAST,No,2
1997,WILP,Willipa,H,WILP,0.0071,COAST,No,2
1998,WILP,Willipa,H,WILP,0.024,COAST,No,2
1999,WILP,Willipa,H,WILP,0.0348,COAST,No,2
2000,WILP,Willipa,H,WILP,NA,COAST,No,2
2001,WILP,Willipa,H,WILP,0.0565,COAST,No,2
2002,WILP,Willipa,H,WILP,0.062,COAST,No,2
2003,WILP,Willipa,H,WILP,0.0213,COAST,No,2
2004,WILP,Willipa,H,WILP,0.0658,COAST,No,2
2005,WILP,Willipa,H,WILP,0.016,COAST,No,2
2006,WILP,Willipa,H,WILP,0.0113,COAST,No,2
2007,WILP,Willipa,H,WILP,0.0093,COAST,No,2
2008,WILP,Willipa,H,WILP,0.0216,COAST,No,2
2009,WILP,Willipa,H,WILP,0.0208,COAST,No,2
2010,WILP,Willipa,H,WILP,0.0192,COAST,No,2
2011,WILP,Willipa,H,WILP,0.0109,COAST,No,2
2012,WILP,Willipa,H,WILP,0.0094,COAST,No,2
2013,WILP,Willipa,H,WILP,0.1,COAST,No,2
2014,WILP,Willipa,H,WILP,0.0163,COAST,No,2
2015,WILP,Willipa,H,WILP,0.026,COAST,No,2
2016,WILP,Willipa,H,WILP,NA,COAST,No,2
2017,WILP,Willipa,H,WILP,NA,COAST,No,2
2018,WILP,Willipa,H,WILP,NA,COAST,No,2
1972,SNOW,Snow Creek,W,JUAN,NA,PS,No,2
1973,SNOW,Snow Creek,W,JUAN,NA,PS,No,2
1974,SNOW,Snow Creek,W,JUAN,NA,PS,No,2
1975,SNOW,Snow Creek,W,JUAN,NA,PS,No,2
1976,SNOW,Snow Creek,W,JUAN,0.0706,PS,No,2
1977,SNOW,Snow Creek,W,JUAN,0.0774,PS,No,2
1978,SNOW,Snow Creek,W,JUAN,NA,PS,No,2
1979,SNOW,Snow Creek,W,JUAN,NA,PS,No,2
1980,SNOW,Snow Creek,W,JUAN,0.0613,PS,No,2
1981,SNOW,Snow Creek,W,JUAN,0.0423,PS,No,2
1982,SNOW,Snow Creek,W,JUAN,0.0192,PS,No,2
1983,SNOW,Snow Creek,W,JUAN,0.0622,PS,No,2
1984,SNOW,Snow Creek,W,JUAN,0.0673,PS,No,2
1985,SNOW,Snow Creek,W,JUAN,0.0265,PS,No,2
1986,SNOW,Snow Creek,W,JUAN,0.0116,PS,No,2
1987,SNOW,Snow Creek,W,JUAN,0.015,PS,No,2
1988,SNOW,Snow Creek,W,JUAN,0.0089,PS,No,2
1989,SNOW,Snow Creek,W,JUAN,0.0026,PS,No,2
1990,SNOW,Snow Creek,W,JUAN,0.0232,PS,No,2
1992,SNOW,Snow Creek,W,JUAN,0.2141,PS,No,2
1993,SNOW,Snow Creek,W,JUAN,0.0654,PS,No,2
1994,SNOW,Snow Creek,W,JUAN,NA,PS,No,2
1995,SNOW,Snow Creek,W,JUAN,0.0796,PS,No,2
